"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id_clean","expression_status","gene_symbol","gene_biotype"
"ENSG00000254756.1",1.89845079605367,1.06363343040645,0.930026858848511,1.1436588312335,0.252765153037413,0.417453909757315,"ENSG00000254756","Not-Significant","RP11-867G23.12","antisense"
"ENSG00000241157.1",3.57740976806669,-0.80306432535384,0.702236138339701,-1.14358159813952,0.252797196817432,0.417469090922759,"ENSG00000241157","Not-Significant","RP11-3K24.1","processed_pseudogene"
"ENSG00000226762.5",8.70589341631121,0.721955500723411,0.631370832371733,1.14347300145526,0.252842258045117,0.417469090922759,"ENSG00000226762","Not-Significant","RP11-298E9.6","lincRNA"
"ENSG00000224216.1",2.9533357988014,0.609159062397152,0.532739083670918,1.14344729168292,0.252852926905567,0.417469090922759,"ENSG00000224216","Not-Significant","RP13-228J13.1","antisense"
"ENSG00000286369.1",22.7296331606651,0.427261558870265,0.373700539449776,1.14332604255629,0.252903246242686,0.417513204792787,"ENSG00000286369","Not-Significant",NA,NA
"ENSG00000260788.6",3.68681412154119,-0.898987898027534,0.786476619253065,-1.14305737261627,0.253014771227585,0.417657958441314,"ENSG00000260788","Not-Significant","RP11-298D21.1","antisense"
"ENSG00000235440.1",3.54642930217294,-0.906100645619475,0.792765458903756,-1.14296181227729,0.25305444661587,0.417687909585236,"ENSG00000235440","Not-Significant","RP11-214J9.1","processed_pseudogene"
"ENSG00000241082.3",0.810936068998695,-2.82172746339282,2.46972602151075,-1.14252651460778,0.253235231281979,NA,"ENSG00000241082","Not-Significant","RN7SL259P","misc_RNA"
"ENSG00000222515.1",1.35371936612784,1.30467660900868,1.14196704955508,1.14248183388215,0.25325379284555,0.41793436798605,"ENSG00000222515","Not-Significant","RN7SKP240","misc_RNA"
"ENSG00000226145.7",11.1378121181495,0.937506789321617,0.820632331410071,1.14242000155018,0.253279481206205,0.417957073338956,"ENSG00000226145","Not-Significant","KRT16P6","transcribed_unprocessed_pseudogene"
"ENSG00000287991.1",0.505410634746065,-1.57137906526365,1.37558519002853,-1.14233496889499,0.253314811149255,NA,"ENSG00000287991","Not-Significant",NA,NA
"ENSG00000217716.3",12.8566904584871,-0.351653796957006,0.307858807665459,-1.14225673653339,0.253347318691552,0.418049326976192,"ENSG00000217716","Not-Significant","RPS10P3","processed_pseudogene"
"ENSG00000263909.1",0.962700855913649,-1.54021357392428,1.34852486837935,-1.14214695630738,0.253392940074931,0.418104914780068,"ENSG00000263909","Not-Significant","MIR5000","miRNA"
"ENSG00000263923.1",0.897720893456039,1.19318910301865,1.04490531514746,1.14191121982212,0.253490924449459,0.418227197461116,"ENSG00000263923","Not-Significant","RP11-571L19.7","antisense"
"ENSG00000259677.1",6.03547916890267,0.434651625216455,0.380770990592998,1.14150404299326,0.253660230504164,0.418486823117037,"ENSG00000259677","Not-Significant","RP11-493E3.1","processed_pseudogene"
"ENSG00000198590.12",67.547616209984,-0.476119114515013,0.417131986406672,-1.14141118406306,0.253698852709071,0.418519565372927,"ENSG00000198590","Not-Significant","C3orf35","lincRNA"
"ENSG00000244459.2",31.5885439030172,0.539730912212651,0.472879814029964,1.14137016679348,0.253715914056104,0.418519565372927,"ENSG00000244459","Not-Significant","RP11-1398P2.1","lincRNA"
"ENSG00000257849.1",0.482619128680514,-2.07092576731934,1.81483142741799,-1.14111191597872,0.253823353175276,NA,"ENSG00000257849","Not-Significant","RP11-547C5.1","lincRNA"
"ENSG00000249131.2",0.579550838269638,1.77781439233538,1.55798148745414,1.14110110206794,0.253827852736809,NA,"ENSG00000249131","Not-Significant","CTB-35F21.2","lincRNA"
"ENSG00000249986.1",2.50221780355252,0.687491336773241,0.602557751209568,1.14095509582804,0.253888609927846,0.418753788285101,"ENSG00000249986","Not-Significant","YWHAQP6","processed_pseudogene"
